name,email_address,social_security_num,gender_age,ethnicity,movie1,movie2,movie3,movie4,movie5
Joanna Mooney,miguelphillips@example.net,525-42-0393,Male 35-54,Caucasian or White,Donnie Darko,Mulholland Dr.,Saw,Memento,Lost Highway
Dr. Adam Vargas MD,christinacox@example.org,784-01-7834,Male 18-24,Caucasian or White,Toy Story,Shrek,How to Train Your Dragon,Lilo & Stitch,Kung Fu Panda
Lindsay Armstrong,aprilhouston@example.org,814-27-3984,Male 18-24,Caucasian or White,The Campaign,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode III - Revenge of the Sith,Just Go with It,White Chicks
Lisa Smith,sboyd@example.org,089-88-9814,Male 35-54,African-American or Black,Braveheart,Forrest Gump,Life,Coming to America,Norbit
Kimberly Austin,qthompson@example.net,667-88-9096,Male 18-24,Other,Night of the Living Dead,Halloween,The Perks of Being a Wallflower,Avengers: Endgame,Up
Kayla Poole,adam58@example.com,240-32-7826,Female 35-54,Caucasian or White,The Godfather,Rocky,Rambo,east of eden,falling in love
Mr. Gary Miller Jr.,buchanansara@example.net,140-18-9881,Female 35-54,Other,From Dusk Till Dawn,American Psycho,The Wolf of Wall Street,Back to the Future,Batman Begins
Jeffrey Moses,harrisonmarcus@example.com,474-29-8195,Female 35-54,Caucasian or White,The Shawshank Redemption,Good Will Hunting,My Best Friend's Wedding,The Awakening,Green Book
Jennifer Myers,margaretyoung@example.com,763-23-1257,Male 18-24,Other,Spider-Man: Far from Home,Avengers: Endgame,Logan,Deadpool 2,Meet the Robinsons
Shawn Bradford,baldwinpeter@example.org,547-99-4143,Male 18-24,Caucasian or White,The Matrix,Enter the Void,Zombieland,Harold & Kumar Escape from Guantanamo Bay,You Don't Mess with the Zohan
Joshua Whitehead,shaunmorgan@example.com,886-42-5993,Male 25-34,Caucasian or White,Lilo & Stitch,Shrek,The Matrix,Avengers: Endgame,STAR WARS
Tabitha Jackson,patelgabrielle@example.org,653-17-5632,Male 18-24,African-American or Black,Black Panther, , , , 
Evelyn Harper,qreed@example.com,292-15-6792,Male 35-54,Other,The Fifth Element,Rocky,Star Wars: Episode V - The Empire Strikes Back,The Breakfast Club,Pretty in Pink
Beth Turner,deborah69@example.org,414-26-2099,Male 18-24,Caucasian or White,joker, , , , 
Tristan Aguilar,zserrano@example.net,032-54-2229,Male 18-24,Caucasian or White,Fast and Furious,Avengers: Endgame,The Fast and the Furious: Tokyo Drift,American Sniper,Avatar
Christine Gallegos,robertpatel@example.net,587-70-5530,Male 18-24,African-American or Black,Boyz n the Hood,All about the benjamins,Friday,Bad Boys II,22 Jump Street
Ashley Diaz,rickeythornton@example.org,296-68-7326,Male 18-24,Caucasian or White,Pulp Fiction,Jackie Brown,Reservoir Dogs,Kill Bill: The Whole Bloody Affair,Django Unchained
Christopher Thomas,alexanderrowe@example.org,609-60-7484,Male 18-24,Other,The Interview,The Last: Naruto the Movie,Gekijouban Naruto: Buraddo purizun,Shokugeki no souma,Bleach
Jodi Harris,ulopez@example.com,194-05-4979,Male 35-54,Caucasian or White,Divergent,Insurgent,The Hunger Games,Saving Private Ryan,The Fast and the Furious
Cheryl Alexander,robbinslarry@example.org,256-93-2934,Female 35-54,Caucasian or White,How to Lose a Guy in 10 Days,Wedding Crashers,The Proposal,Sweet Home Alabama, 
Ernest Barker,anthony92@example.org,318-54-7097,Male 25-34,Caucasian or White,The Avengers,Batman and Harley Quinn,Suicide Squad,Superman,The Lord of the Rings
Gina Boone,sarah36@example.net,525-27-4132,Male 18-24,American Indian or Alaska Native,Joker,Avengers: Infinity War,The Dark Knight,Iron Man,Spider-Man: Into the Spider-Verse
Maria Young,cardenasronald@example.org,230-67-0505,Male 18-24,African-American or Black,The Green Mile,Thor: Ragnarok,Endgame,Inn love,Goon
David Wright,ecallahan@example.org,518-62-3681,Male 35-54,Caucasian or White,Gangs of New York,The Goonies,Days of Thunder,The hobbit,Harry Potter and the Goblet of Fire
Kenneth Navarro,hawkinssarah@example.org,136-11-2216,Male 18-24,Caucasian or White,The Departed,Good Will Hunting,Superbad,Forrest Gump,Moneyball
Kathleen Cruz,aaroncohen@example.net,727-68-6519,Male 18-24,Caucasian or White,Avengers: Infinity War,The Incredibles,IT 2017,The Lion King,Avengers: Endgame
Jacob Chambers,andrewwalters@example.org,330-32-6673,Male 18-24,Caucasian or White,Shutter Island,Inception,Titanic,Vacancy,Spider-Man
Daniel Ryan,gordonwilliam@example.com,295-25-6682,Male 35-54,Other,"Blood In, Blood Out",American Me,Terminator 2: Judgment Day,Rocky,Finding Nemo
Anne Wright,davidhenderson@example.org,495-06-6912,Female 35-54,Caucasian or White,High Fidelity,Life of Pi,Real Genius,Daddy Day Care,"Easy Come, Easy Go"
Alec Trujillo,moorekyle@example.org,357-83-0568,Female 35-54,Other,The Lost Boys,Beaches,Avengers: Infinity War,Avengers: Endgame,The Dark Knight
Tyler Lewis,sshaw@example.com,333-86-1589,Female 18-24,African-American or Black,Love & Basketball,Freedom Writers,8 mile,Blessed & Cursed,Beetlejuice
Thomas Ho,brownlauren@example.org,194-75-8119,Male 35-54,African-American or Black,Titanic,Training Day,Back to the Future,Beverly Hills Cop,Poltergeist
Matthew Mccoy,keithhughes@example.org,708-96-3518,Male 35-54,Caucasian or White,Mister Roberts,The Godfather,High Society, , 
Dave Weeks,acooper@example.net,348-41-9425,Male 25-34,Caucasian or White,The Matrix,Lethal Weapon,The Godfather,The Godfather: Part II,Inception
Stephanie Keller,ebonyhubbard@example.org,442-32-5811,Male 25-34,Caucasian or White,Terminator,Terminator 2: Judgment Day,The Matrix,The Matrix Reloaded,Jurassic Park
Samantha Sullivan,warnertroy@example.com,740-06-7416,Male 35-54,Caucasian or White,National Lampoon's Animal House,The Blues Brothers,Avengers: Infinity War,Avengers: Endgame,Avengers: Age of Ultron
Brian Woodward,wesley79@example.net,525-52-6197,Male 35-54,Caucasian or White,Fast and Furious,Star Wars: Episode IV - A New Hope,Dead 7,Hard to Kill, 
John Perez,veronica45@example.net,465-65-3669,Female 35-54,Caucasian or White,The Accountant,300,The Fast and the Furious,You're Next,The Transporter
David Summers,lsnyder@example.com,381-76-1421,Female 25-34,Other,Home Alone,Home Alone 2: Lost in New York,Home Alone 3,The AristoCats,The Rescuers
Patricia Stephens,akelly@example.org,128-03-2245,Female 25-34,Caucasian or White,The Avengers,Maleficent,Titanic,Titan A.E.,Jumanji
Dr. Tracy Mcclure,rblevins@example.org,659-03-5705,Male 25-34,Caucasian or White,Avengers: Infinity War,Spider-Man: Far from Home,Iron Man,Captain America,Shazam!
Shelly Petersen,allenmary@example.org,314-72-9428,Male 35-54,Caucasian or White,Dune,Excalibur,color purple,It's a Wonderful Life,Heartbreak Ridge
Corey Davis,zpalmer@example.net,363-97-4683,Male 18-24,African-American or Black,The Godfather,Goodfellas,There Will Be Blood,The Master,Inception
Nancy Johnson,vwest@example.org,170-26-4011,Male 18-24,Caucasian or White,Toy Story,Shrek,Fast and Furious, , 
Julia Anderson,beardvictoria@example.org,899-03-9100,Female 35-54,Asian or Pacific Islander,The Dark Crystal,Labyrinth,The Shining,The Wedding Singer, 
Terry Chandler,bschmidt@example.net,208-25-7599,Male 35-54,Caucasian or White,Rambo,Terminator Genisys,Rocky,Indiana Jones and the Kingdom of the Crystal Skull,The Lord of the Rings
Angelica Johnson,richjohn@example.com,455-86-1843,Female 35-54,Caucasian or White,Finding Nemo,Mean Girls, , , 
Sally Trujillo,johnskinner@example.net,064-61-4751,Female 35-54,Caucasian or White,I Know What You Did Last Summer,I Still Know What You Did Last Summer,Halloween, , 
Natasha Bush,ngreen@example.org,639-60-9621,Female 25-34,Caucasian or White,Back to the Future Part II,Million Dollar Baby,The Fifth Element,A Bronx Tale,Goodfellas
Annette Page,riveraerin@example.com,406-49-0991,Male 35-54,Caucasian or White,Avengers: Infinity War, , , , 
Devon Pittman,donald27@example.net,819-91-5247,Male 35-54,Caucasian or White,Predator,Bloodsport,The Terminator,Fight Club,Shaun of the Dead
Jordan Schmidt,brownerica@example.net,518-01-3950,Male 25-34,Caucasian or White,X men,aliens,fast y furious,annabelle,avengers
Alison Bell,chambersmark@example.com,558-95-4660,Male 35-54,Caucasian or White,The Matrix,National Lampoon's Christmas Vacation,A Christmas Story,A Christmas Carol, 
Amber Wyatt,amy66@example.org,112-96-4808,Female 25-34,Caucasian or White,Grease, , , , 
Tonya Cooper,gonzalesheather@example.org,508-69-0015,Female 35-54,Caucasian or White,Toy Story 3,Fast & Furious, , , 
Misty Hoffman,kingabigail@example.org,885-02-8517,Female 25-34,Caucasian or White,Halloween 2018,The Lion King,Harry Potter and the Chamber of Secrets,Toy Story,Zootopia
Thomas Whitaker,paul16@example.com,762-19-0566,Male 35-54,Caucasian or White,Jurassic Park,First Blood,North by Northwest,Dracula,Son of frankenstein
Julia Phillips,murphyvincent@example.net,847-87-0069,Female 25-34,Caucasian or White,Captain Marvel,A Star Is Born,The Twilight Saga: Breaking Dawn - Part 1,Among the Shadows,Batman
Tamara Davis,valentinetracy@example.net,487-82-1648,Male 35-54,Caucasian or White,Eden Lake,Edmond,Eden Lake, , 
Ricky Gordon,sean89@example.net,130-10-7167,Female 35-54,Caucasian or White,Dead Man Walking,Lions for Lambs, , , 
Cristina Oneill,dean18@example.com,139-34-1634,Female 35-54,Caucasian or White,Three Godfathers,Fate Is the Hunter,Black Panther,joker,Blade Runner
Sarah Thompson,jason99@example.org,511-86-3719,Female 35-54,Caucasian or White,Gladiator,Titanic, , , 
Ariana Jones,ericjones@example.net,530-26-3359,Female 18-24,African-American or Black,Kubo and the Two Strings,The Parent Trap,Spirited Away,Castle in the Sky,When the Bough Breaks
Mary Hatfield,shelbyjennings@example.net,210-85-7057,Female 35-54,Caucasian or White,The Princess Bride,Gran Torino,Blazing Saddles,A Knight's Tale,John Wick
Ellen Long,thomaszachary@example.com,551-91-0141,Female 35-54,Caucasian or White,The Avengers,Spider-Man, , , 
Michael Silva,piercejacob@example.org,804-66-1523,Female 35-54,Caucasian or White,Cars 2,Raise the Red Lantern,Avengers: Infinity War,Jumanji: Welcome to the Jungle,Demetrius and the Gladiators
Manuel Jefferson,amanda07@example.org,429-04-8288,Male 35-54,Caucasian or White,Star Wars: Episode VI - Return of the Jedi,The Fugitive,Pirates of the Caribbean: The Curse of the Black Pearl,Saving Private Ryan,Planet of the Apes
Rodney Hart,gabrielperry@example.org,044-81-2563,Female 35-54,Caucasian or White,Final Destination,Final Destination 2,The Fast and the Furious,Beauty and the Beast,Bride of Chucky
Angelica Matthews,penasamantha@example.net,867-95-0367,Female 35-54,Caucasian or White,Goodfellas, , , , 
Donald Boyle,john90@example.org,496-26-6276,Male 25-34,Caucasian or White,Avengers: Infinity War,Aquaman,Spider-Man: Homecoming,Minions,Venom
Terry Lara,barretttroy@example.net,014-28-4084,Female 25-34,Caucasian or White,Willy Wonka & the Chocolate Factory,Captain America: Civil War,Fast & Furious, , 
Krista Lewis,mcknightheather@example.com,481-50-6534,Female 25-34,Caucasian or White,Hustle & Flow,Network, , , 
Carl Williams,jason15@example.com,001-54-4826,Female 35-54,Caucasian or White,Muppet Treasure Island,The Muppet Christmas Carol,Hocus Pocus,Gone in 60 Seconds,The Hunger Games
Melanie Austin,geraldshields@example.com,603-46-6519,Male 35-54,Asian or Pacific Islander,Terminator Genisys,RED,Jason Bourne,The Matrix,The Transporter
Bruce Hicks,ddonaldson@example.net,416-73-9112,Female 35-54,African-American or Black,Kill Bill: Vol. 1,Hocus Pocus,Pet Sematary,The Conjuring,Insidious
Douglas Carter,vshannon@example.net,547-42-5825,Male 35-54,Caucasian or White,The Shawshank Redemption,The Green Mile,Rambo,Rocky,Tombstone
Juan Torres,steven97@example.com,427-99-9031,Female 35-54,Caucasian or White,Bridesmaids,Se7en, , , 
Clinton Montes,ohicks@example.org,543-29-6132,Female 25-34,Other,The Departed,Fargo,Pulp Fiction,Aladdin,The Princess Bride
John Murray,wrightemily@example.net,049-03-5616,Female 35-54,Caucasian or White,Star Wars: Episode VI - Return of the Jedi,A Star Is Born,Star Wars: Episode IV - A New Hope,Indiana Jones and the Last Crusade,Indiana Jones and the Temple of Doom
Michael Jones,krobbins@example.org,705-17-1992,Female 35-54,Caucasian or White,Burlesque,The Raid 2,X-Men: Apocalypse, , 
Adam Rivera,ynelson@example.org,341-07-5884,Female 35-54,Caucasian or White,Maleficent,Batman: The Killing Joke,it,Toy Story 4,Fast and Furious
Craig Coleman,ericatorres@example.net,790-75-8052,Male 18-24,Caucasian or White,Avatar,Mission: Impossible,Batman,Deadpool,The Godfather
Christopher Hill,alejandraanderson@example.com,808-53-5193,Male 35-54,Caucasian or White,The Big Lebowski,Half Baked,Fear and Loathing in Las Vegas, , 
Kathleen Gonzalez,gordonmelissa@example.com,501-85-2140,Female 35-54,Caucasian or White,Avengers: Infinity War,Fast and Furious,Cars 2,Toy Story 2,Spider-Man 2
Michael Wilson,williamsgregory@example.net,324-35-6905,Female 25-34,Caucasian or White,Avengers: Infinity War,Maleficent, , , 
Marie Nelson,yoderlaurie@example.org,106-24-4442,Male 25-34,African-American or Black,Deadpool 2, , , , 
Beverly Campbell,adominguez@example.com,552-44-6107,Female 35-54,Caucasian or White,Avengers: Endgame,Avengers: Infinity War,Spider-Man: Far from Home,Fast and Furious,X-Men: Apocalypse
Paul Washington,thomas57@example.org,348-59-5391,Male 35-54,Caucasian or White,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode II - Attack of the Clones,The Fast and The Furious,2 Fast 2 Furious,Fast Five
Mary Nelson,mercedesperez@example.com,585-81-7824,Male 25-34,Asian or Pacific Islander,Deadpool, , , , 
Peter Parks,kevinhall@example.net,215-45-5967,Female 35-54,Caucasian or White,Fast and Furious,Spider-Man 2,Chungking Express,El hombre de las mil caras,Black Angel
Keith Sosa,imarquez@example.org,258-43-4344,Female 35-54,Caucasian or White,Forrest Gump,Elf,The Avengers,Schindler's List,Jaws
Monica Alvarado,megangill@example.org,560-07-5463,Female 25-34,Caucasian or White,Titanic,Tarzan, , , 
Nicole Smith,darrellwilliams@example.org,012-71-1067,Male 18-24,African-American or Black,Fast and Furious,Sicario: Day of the Soldado,A Quiet Place,The Conjuring 2,Troll 2
David Sanchez,emilybooker@example.net,424-79-1630,Male 35-54,Caucasian or White,Star Wars: Episode IV - A New Hope,Jaws,The Shining,The Shawshank Redemption,Star Wars: Episode VI - Return of the Jedi
Kendra Foster,bradfordmichael@example.org,073-58-6979,Male 35-54,Caucasian or White,End game,Hit 2, , , 
Amanda Parker,reneegreen@example.net,345-98-7847,Female 35-54,Caucasian or White,Casablanca,Exodus (based on the Leon Uris novel),The Terminator,Playing for Time,The Savior
Seth Clay,soniatorres@example.com,695-88-7272,Female 25-34,Caucasian or White,The Lord of the Rings: The Two Towers,The Hobbit: The Battle of the Five Armies,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe", , 
Stephen Rice,catherine40@example.com,761-41-9313,Female 35-54,Caucasian or White,The Great Outdoors,Young Frankenstein,Overboard,Scrooged,Beetlejuice
Tracy Fernandez,michele96@example.com,800-76-4324,Female 25-34,Caucasian or White,Titanic,Forrest Gump,Blackhawk Down,American Sniper,Sniper: Special Ops
Lisa Harris,amanda72@example.net,128-85-4152,Female 35-54,African-American or Black,Superman,Black Panther,Spider-Man: Homecoming,The Lion King,The 300 Spartans
David Thompson,parkkatie@example.com,453-40-6084,Female 35-54,Caucasian or White,Dirty dancing,Star wars, , , 
Daniel Berg,butlerjoan@example.net,094-82-2105,Female 35-54,Caucasian or White,The Breakfast Club,Goodfellas,3 Godfathers,Grown Ups,Caddyshack
Jenny Porter,andrew79@example.org,783-73-5673,Female 35-54,African-American or Black,Gone with the Wind,Life,Carmen Jones,Titanic,Forrest Gump
Brian Collins,zwhitney@example.org,851-21-8404,Female 35-54,Caucasian or White,Say Anything...,The 'Burbs,Labyrinth, , 
Hayley Escobar,ovaldez@example.net,622-66-4653,Male 18-24,Caucasian or White,The Hunger Games,Divergent,The Hate U Give,Before I Fall,joker
Mary Love,john51@example.com,034-67-9620,Female 35-54,Caucasian or White,Dazed and Confused,Clueless,It,The Signal,Jurassic Park
Alexander Vincent,daniellemorton@example.org,270-67-4800,Female 35-54,Caucasian or White,The Silence of the Lambs,Jurassic Park,Halloween,The Conjuring,Annabelle
Wendy Mccoy,robert20@example.net,700-83-7819,Female 35-54,Caucasian or White,Fried Green Tomatoes,Jerry Maguire,The Shawshank Redemption,E.T. the Extra-Terrestrial,Jurassic Park
Kimberly Garcia,bstanton@example.net,266-87-0231,Male 35-54,Caucasian or White,Scarface,Star Wars: Episode VI - Return of the Jedi,The Outsiders,Coal Miner's Daughter,Twilight Zone: The Movie
Nancy Hernandez,llucero@example.net,092-06-7745,Female 35-54,Caucasian or White,The Shining,The Lord of the Rings,Carrie, , 
Nicholas Hansen,david82@example.org,609-04-5310,Male 35-54,Caucasian or White,A Few Good Men,Groundhog Day,Stigmata,The Cutting Edge,Edge of Tomorrow
Zachary Bond,katelynhall@example.org,387-79-3467,Female 35-54,African-American or Black,The Color Purple,Dirty Dancing,The Proposal,A Nightmare on Elm Street,Harlem Nights
Maria Rocha,theresa29@example.com,291-97-6297,Female 25-34,Caucasian or White,Titanic,Batman,Rambo,Commando,RoboCop
Pamela Simmons,tammyarnold@example.com,786-37-2893,Male 35-54,African-American or Black,Coming to America,Trading Places,Men in Black,Brewsters millions, 
Brenda Hart,gibbsdenise@example.net,713-74-9972,Male 35-54,Caucasian or White,Terminator 3: Rise of the Machines,Spider-Man,Blade Runner,Avengers: Age of Ultron,The Exorcist
Amanda Sawyer,williamsalicia@example.org,388-43-4253,Male 35-54,Caucasian or White,The Big Lebowski,Halloween,Harry Potter and the Chamber of Secrets,Terminator 2: Judgment Day, 
